Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[metastasis site]	Sample Characteristic Ontology Term[metastasis site]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
ERR981504	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Ramos-2G6-4C10		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Burkitts lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	male	http://purl.obolibrary.org/obo/PATO_0000384			Ramos-2G6-4C10		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Burkitts lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	Yes
ERR981505	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RCC-ER		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			RCC-ER		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR981506	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RCC-FG2		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			RCC-FG2		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR981507	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RC-K8	http://www.ebi.ac.uk/efo/EFO_0006742	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	male	http://purl.obolibrary.org/obo/PATO_0000384			RC-K8	http://www.ebi.ac.uk/efo/EFO_0006742	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR981508	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RF-48		stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	male	http://purl.obolibrary.org/obo/PATO_0000384	unspecified		RF-48		stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	Yes
ERR983909	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RH-1		musculature	http://purl.obolibrary.org/obo/UBERON_0001015	rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0002918	male	http://purl.obolibrary.org/obo/PATO_0000384	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	RH-1		musculature	http://purl.obolibrary.org/obo/UBERON_0001015	rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0002918	Yes
ERR983910	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ROS-50		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	male	http://purl.obolibrary.org/obo/PATO_0000384			ROS-50		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	Yes
ERR983911	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RPMI-2650	http://www.ebi.ac.uk/efo/EFO_0006478	mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	male	http://purl.obolibrary.org/obo/PATO_0000384	pleura	http://purl.obolibrary.org/obo/UBERON_0000977	RPMI-2650	http://www.ebi.ac.uk/efo/EFO_0006478	mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR983912	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RPMI-6666		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	male	http://purl.obolibrary.org/obo/PATO_0000384			RPMI-6666		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	Yes
ERR983913	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RPMI-8866		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	female	http://purl.obolibrary.org/obo/PATO_0000383			RPMI-8866		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	Yes
ERR983914	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SAS		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				SAS		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR983915	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SAT		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				SAT		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR983916	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SC-1	http://www.ebi.ac.uk/efo/EFO_0006481	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	male	http://purl.obolibrary.org/obo/PATO_0000384			SC-1	http://www.ebi.ac.uk/efo/EFO_0006481	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR983917	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SCC-3	http://www.ebi.ac.uk/efo/EFO_0006484	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	female	http://purl.obolibrary.org/obo/PATO_0000383	pleura	http://purl.obolibrary.org/obo/UBERON_0000977	SCC-3	http://www.ebi.ac.uk/efo/EFO_0006484	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR983918	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SCC90		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	male	http://purl.obolibrary.org/obo/PATO_0000384			SCC90		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR983919	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SCH	http://www.ebi.ac.uk/efo/EFO_0002856	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	choriocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002893	male	http://purl.obolibrary.org/obo/PATO_0000384			SCH	http://www.ebi.ac.uk/efo/EFO_0002856	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	choriocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002893	Yes
ERR983920	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Set2	http://www.ebi.ac.uk/efo/EFO_0006486	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	essential thrombocythemia	http://www.ebi.ac.uk/efo/EFO_0000479	female	http://purl.obolibrary.org/obo/PATO_0000383			Set2	http://www.ebi.ac.uk/efo/EFO_0006486	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	essential thrombocythemia	http://www.ebi.ac.uk/efo/EFO_0000479	Yes
ERR983921	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SiHa	http://www.ebi.ac.uk/efo/EFO_0002379	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000172	female	http://purl.obolibrary.org/obo/PATO_0000383			SiHa	http://www.ebi.ac.uk/efo/EFO_0002379	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000172	Yes
ERR983922	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	WIL2-NS		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	male	http://purl.obolibrary.org/obo/PATO_0000384			WIL2-NS		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	Yes
ERR983923	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	WSU-NHL	http://www.ebi.ac.uk/efo/EFO_0006777	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	female	http://purl.obolibrary.org/obo/PATO_0000383			WSU-NHL	http://www.ebi.ac.uk/efo/EFO_0006777	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR983924	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	YT		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	male	http://purl.obolibrary.org/obo/PATO_0000384			YT		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	Yes
ERR983925	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ACN		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	male	http://purl.obolibrary.org/obo/PATO_0000384	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	ACN		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR983926	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO-741	http://www.ebi.ac.uk/efo/EFO_0006375	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	female	http://purl.obolibrary.org/obo/PATO_0000383	pelvis	http://purl.obolibrary.org/obo/UBERON_0002355	COLO-741	http://www.ebi.ac.uk/efo/EFO_0006375	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR983927	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NBsusSR		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	male	http://purl.obolibrary.org/obo/PATO_0000384			NBsusSR		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR983928	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-NEP-1		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	female	http://purl.obolibrary.org/obo/PATO_0000383	pleura	http://purl.obolibrary.org/obo/UBERON_0000977	SK-NEP-1		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR983929	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TASK1		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	Askin tumor	http://www.ebi.ac.uk/efo/EFO_1000095	male	http://purl.obolibrary.org/obo/PATO_0000384			TASK1		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	Askin tumor	http://www.ebi.ac.uk/efo/EFO_1000095	Yes
ERR989671	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SR		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	large cell immunoblastic lymphoma	http://purl.obolibrary.org/obo/MONDO_0022037	male	http://purl.obolibrary.org/obo/PATO_0000384			SR		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	large cell immunoblastic lymphoma	http://purl.obolibrary.org/obo/MONDO_0022037	Yes
ERR989672	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	STS-0421		musculature	http://purl.obolibrary.org/obo/UBERON_0001015	not available		not available				STS-0421		musculature	http://purl.obolibrary.org/obo/UBERON_0001015	not available		Yes
ERR989673	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SU-DHL-16	http://www.ebi.ac.uk/efo/EFO_0002355	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	male	http://purl.obolibrary.org/obo/PATO_0000384	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	SU-DHL-16	http://www.ebi.ac.uk/efo/EFO_0002355	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR989674	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SUP-B8		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	not available				SUP-B8		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	Yes
ERR989675	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW156		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	male	http://purl.obolibrary.org/obo/PATO_0000384			SW156		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	Yes
ERR989676	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW684	http://www.ebi.ac.uk/efo/EFO_0002369	connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	fibrosarcoma	http://www.ebi.ac.uk/efo/EFO_0002087	male	http://purl.obolibrary.org/obo/PATO_0000384			SW684	http://www.ebi.ac.uk/efo/EFO_0002369	connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	fibrosarcoma	http://www.ebi.ac.uk/efo/EFO_0002087	Yes
ERR989677	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW756	http://www.ebi.ac.uk/efo/EFO_0002370	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000172	female	http://purl.obolibrary.org/obo/PATO_0000383			SW756	http://www.ebi.ac.uk/efo/EFO_0002370	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000172	Yes
ERR989678	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW872	http://www.ebi.ac.uk/efo/EFO_0002373	connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	liposarcoma	http://www.ebi.ac.uk/efo/EFO_0000569	male	http://purl.obolibrary.org/obo/PATO_0000384			SW872	http://www.ebi.ac.uk/efo/EFO_0002373	connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	liposarcoma	http://www.ebi.ac.uk/efo/EFO_0000569	Yes
ERR989679	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW954	http://www.ebi.ac.uk/efo/EFO_0002376	vulva	http://purl.obolibrary.org/obo/UBERON_0000997	vulvar squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000624	female	http://purl.obolibrary.org/obo/PATO_0000383			SW954	http://www.ebi.ac.uk/efo/EFO_0002376	vulva	http://purl.obolibrary.org/obo/UBERON_0000997	vulvar squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000624	Yes
ERR989680	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW962	http://www.ebi.ac.uk/efo/EFO_0002377	vulva	http://purl.obolibrary.org/obo/UBERON_0000997	vulvar carcinoma	http://www.ebi.ac.uk/efo/EFO_0002921	female	http://purl.obolibrary.org/obo/PATO_0000383	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	SW962	http://www.ebi.ac.uk/efo/EFO_0002377	vulva	http://purl.obolibrary.org/obo/UBERON_0000997	vulvar carcinoma	http://www.ebi.ac.uk/efo/EFO_0002921	Yes
ERR989681	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW982	http://www.ebi.ac.uk/efo/EFO_0002378	connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	synovial sarcoma	http://www.ebi.ac.uk/efo/EFO_0001376	female	http://purl.obolibrary.org/obo/PATO_0000383			SW982	http://www.ebi.ac.uk/efo/EFO_0002378	connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	synovial sarcoma	http://www.ebi.ac.uk/efo/EFO_0001376	Yes
ERR989682	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TC-YIK		uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical small cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000171	female	http://purl.obolibrary.org/obo/PATO_0000383			TC-YIK		uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical small cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000171	Yes
ERR989683	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TE-12		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	not available				TE-12		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	Yes
ERR989684	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TGBC1TKB		gall bladder	http://purl.obolibrary.org/obo/UBERON_0002110	gallbladder adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000262	female	http://purl.obolibrary.org/obo/PATO_0000383	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	TGBC1TKB		gall bladder	http://purl.obolibrary.org/obo/UBERON_0002110	gallbladder adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000262	Yes
ERR989685	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TGBC24TKB		gall bladder	http://purl.obolibrary.org/obo/UBERON_0002110	undifferentiated gallbladder carcinoma	http://www.ebi.ac.uk/efo/EFO_1000604	female	http://purl.obolibrary.org/obo/PATO_0000383	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	TGBC24TKB		gall bladder	http://purl.obolibrary.org/obo/UBERON_0002110	undifferentiated gallbladder carcinoma	http://www.ebi.ac.uk/efo/EFO_1000604	Yes
ERR989686	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TGW		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	adrenal gland neuroblastoma	http://www.ebi.ac.uk/efo/EFO_1000075	not available				TGW		peripheral nervous system	http://purl.obolibrary.org/obo/UBERON_0000010	adrenal gland neuroblastoma	http://www.ebi.ac.uk/efo/EFO_1000075	Yes
ERR989687	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TK		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	not available				TK		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR989688	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TMK-1		stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	not available				TMK-1		stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	Yes
ERR989689	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TUR		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	male	http://purl.obolibrary.org/obo/PATO_0000384			TUR		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR989690	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	U251	http://www.ebi.ac.uk/efo/EFO_0006498	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	male	http://purl.obolibrary.org/obo/PATO_0000384			U251	http://www.ebi.ac.uk/efo/EFO_0006498	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
ERR989691	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	U-698-M	http://www.ebi.ac.uk/efo/EFO_0006768	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	male	http://purl.obolibrary.org/obo/PATO_0000384			U-698-M	http://www.ebi.ac.uk/efo/EFO_0006768	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	Yes
ERR989692	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	UDSCC2		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				UDSCC2		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR989693	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	UWB1-289		ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	female	http://purl.obolibrary.org/obo/PATO_0000383			UWB1-289		ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	Yes
ERR989694	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	VA-ES-BJ		connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	sarcoma	http://www.ebi.ac.uk/efo/EFO_0000691	male	http://purl.obolibrary.org/obo/PATO_0000384	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	VA-ES-BJ		connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	sarcoma	http://www.ebi.ac.uk/efo/EFO_0000691	Yes
ERR989695	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	VAL		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	female	http://purl.obolibrary.org/obo/PATO_0000383			VAL		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR989696	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	VMRC-MELG		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	VMRC-MELG		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
