Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[tissue supergroup]	Sample Characteristic Ontology Term[tissue supergroup]	Sample Characteristic[metatastic tissue]	Sample Characteristic Ontology Term[metatastic tissue]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[age]	Sample Characteristic Ontology Term[age]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[ethnicity]	Sample Characteristic Ontology Term[ethnicity]	Sample Characteristic[media]	Sample Characteristic Ontology Term[media]	Sample Characteristic[freeze media]	Sample Characteristic Ontology Term[freeze media]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
ERR413911	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SF539	http://www.ebi.ac.uk/efo/EFO_0005453	brain	http://purl.obolibrary.org/obo/UBERON_0000955	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioma	http://www.ebi.ac.uk/efo/EFO_0000326	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS; 10% DMSO		SF539	http://www.ebi.ac.uk/efo/EFO_0005453	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioma	http://www.ebi.ac.uk/efo/EFO_0000326	Yes
ERR413912	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SIG-M5	http://www.ebi.ac.uk/efo/EFO_0006751	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute monocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000221	not available		not available		not available		RPMI-1640, 20% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SIG-M5	http://www.ebi.ac.uk/efo/EFO_0006751	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute monocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000221	Yes
ERR413913	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SiHa	http://www.ebi.ac.uk/efo/EFO_0002379	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000172	not available		not available		not available		RPMI-1640, 10% FBS, L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SiHa	http://www.ebi.ac.uk/efo/EFO_0002379	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000172	Yes
ERR413914	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SJCRH30	http://www.ebi.ac.uk/efo/EFO_0005722	sarcomatiod		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	skeletal muscle tissue	http://purl.obolibrary.org/obo/UBERON_0001134	rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0002918	17 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SJCRH30	http://www.ebi.ac.uk/efo/EFO_0005722	skeletal muscle tissue	http://purl.obolibrary.org/obo/UBERON_0001134	rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0002918	Yes
ERR413915	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-BR-3	http://www.ebi.ac.uk/efo/EFO_0001236	breast	http://purl.obolibrary.org/obo/UBERON_0000310	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	43 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	DMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-BR-3	http://www.ebi.ac.uk/efo/EFO_0001236	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	Yes
ERR413916	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-CO-1	http://www.ebi.ac.uk/efo/EFO_0006752	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	65 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS, 10% DMSO		SK-CO-1	http://www.ebi.ac.uk/efo/EFO_0006752	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR413917	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-1	http://www.ebi.ac.uk/efo/EFO_0002332	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	lymphatic tissue	http://purl.obolibrary.org/obo/UBERON_0001744	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	metastatic melanoma	http://www.ebi.ac.uk/efo/EFO_0002617	29 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MEL-1	http://www.ebi.ac.uk/efo/EFO_0002332	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	metastatic melanoma	http://www.ebi.ac.uk/efo/EFO_0002617	Yes
ERR413918	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-2	http://www.ebi.ac.uk/efo/EFO_0002079	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	60 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MEL-2	http://www.ebi.ac.uk/efo/EFO_0002079	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413919	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-24	http://www.ebi.ac.uk/efo/EFO_0006487	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	67 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640 10% FBS, 2mM L-Gln		Complete growth medium, 90%; DMSO, 10%		SK-MEL-24	http://www.ebi.ac.uk/efo/EFO_0006487	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413920	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-28	http://www.ebi.ac.uk/efo/EFO_0003081	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	51 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		DMEM, 10% FBS, 2mM Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MEL-28	http://www.ebi.ac.uk/efo/EFO_0003081	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413921	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-3	http://www.ebi.ac.uk/efo/EFO_0002333	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	42 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MEL-3	http://www.ebi.ac.uk/efo/EFO_0002333	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413922	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-30	http://www.ebi.ac.uk/efo/EFO_0006488	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	67 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MEL-30	http://www.ebi.ac.uk/efo/EFO_0006488	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413923	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-31	http://www.ebi.ac.uk/efo/EFO_0006489	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MEL-31	http://www.ebi.ac.uk/efo/EFO_0006489	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	No
ERR413924	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-5	http://www.ebi.ac.uk/efo/EFO_0005720	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		not determined		not determined		SK-MEL-5	http://www.ebi.ac.uk/efo/EFO_0005720	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413925	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MES-1	http://www.ebi.ac.uk/efo/EFO_0002334	lung	http://purl.obolibrary.org/obo/UBERON_0002048	effusion, pleural	http://purl.obolibrary.org/obo/UBERON_0000175	lung	http://purl.obolibrary.org/obo/UBERON_0002048	squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	65 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MES-1	http://www.ebi.ac.uk/efo/EFO_0002334	lung	http://purl.obolibrary.org/obo/UBERON_0002048	squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	Yes
ERR413926	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MM-2	http://www.ebi.ac.uk/efo/EFO_0005458	lymphoid				blood	http://purl.obolibrary.org/obo/UBERON_0000178	leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-MM-2	http://www.ebi.ac.uk/efo/EFO_0005458	blood	http://purl.obolibrary.org/obo/UBERON_0000178	leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	Yes
ERR413927	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-N-AS	http://www.ebi.ac.uk/efo/EFO_0002859	brain	http://purl.obolibrary.org/obo/UBERON_0000955	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	not available		not available		not available		RPMI-1640 10% FBS, 2mM L-Gln		Complete growth medium, 90%; DMSO, 10%		SK-N-AS	http://www.ebi.ac.uk/efo/EFO_0002859	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR413928	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-N-DZ	http://www.ebi.ac.uk/efo/EFO_0005721	brain	http://purl.obolibrary.org/obo/UBERON_0000955	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	2 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-N-DZ	http://www.ebi.ac.uk/efo/EFO_0005721	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR413929	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-N-FI	http://www.ebi.ac.uk/efo/EFO_0002338	brain	http://purl.obolibrary.org/obo/UBERON_0000955	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	11 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-N-FI	http://www.ebi.ac.uk/efo/EFO_0002338	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR413930	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-N-SH	http://www.ebi.ac.uk/efo/EFO_0003072	brain	http://purl.obolibrary.org/obo/UBERON_0000955	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	4 year		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-N-SH	http://www.ebi.ac.uk/efo/EFO_0003072	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR413931	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-OV-3	http://www.ebi.ac.uk/efo/EFO_0002340	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006460	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK-OV-3	http://www.ebi.ac.uk/efo/EFO_0002340	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006460	Yes
ERR413932	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK23	http://www.ebi.ac.uk/efo/EFO_0006490	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SK23	http://www.ebi.ac.uk/efo/EFO_0006490	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413933	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SKM-1	http://www.ebi.ac.uk/efo/EFO_0006753	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	myelodysplasia	http://www.ebi.ac.uk/efo/EFO_0000198	not available		not available		not available		RPMI-1640, 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SKM-1	http://www.ebi.ac.uk/efo/EFO_0006753	blood	http://purl.obolibrary.org/obo/UBERON_0000178	myelodysplasia	http://www.ebi.ac.uk/efo/EFO_0000198	Yes
ERR413934	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-1	http://www.ebi.ac.uk/efo/EFO_0002343	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SNU-1	http://www.ebi.ac.uk/efo/EFO_0002343	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
ERR413935	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-16	http://www.ebi.ac.uk/efo/EFO_0002344	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	ascites	http://purl.obolibrary.org/obo/HP_0001541	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	33 year		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SNU-16	http://www.ebi.ac.uk/efo/EFO_0002344	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
ERR413936	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-182	http://www.ebi.ac.uk/efo/EFO_0002345	liver	http://purl.obolibrary.org/obo/UBERON_0002107	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SNU-182	http://www.ebi.ac.uk/efo/EFO_0002345	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR413937	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-216	http://www.ebi.ac.uk/efo/EFO_0006754	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	46 year		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SNU-216	http://www.ebi.ac.uk/efo/EFO_0006754	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
ERR413938	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-387	http://www.ebi.ac.uk/efo/EFO_0002346	liver	http://purl.obolibrary.org/obo/UBERON_0002107	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES		Complete growth medium, 90%; DMSO, 10%		SNU-387	http://www.ebi.ac.uk/efo/EFO_0002346	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR413939	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-398	http://www.ebi.ac.uk/efo/EFO_0002347	liver	http://purl.obolibrary.org/obo/UBERON_0002107	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES		Complete growth medium, 90%; DMSO, 10%		SNU-398	http://www.ebi.ac.uk/efo/EFO_0002347	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR413940	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-423	http://www.ebi.ac.uk/efo/EFO_0002348	liver	http://purl.obolibrary.org/obo/UBERON_0002107	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES		Complete growth medium, 90%; DMSO, 10%		SNU-423	http://www.ebi.ac.uk/efo/EFO_0002348	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR413941	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-449	http://www.ebi.ac.uk/efo/EFO_0002349	liver	http://purl.obolibrary.org/obo/UBERON_0002107	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES		Complete growth medium, 90%; DMSO, 10%		SNU-449	http://www.ebi.ac.uk/efo/EFO_0002349	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR413942	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-475	http://www.ebi.ac.uk/efo/EFO_0002350	liver	http://purl.obolibrary.org/obo/UBERON_0002107	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES		Complete growth medium, 90%; DMSO, 10%		SNU-475	http://www.ebi.ac.uk/efo/EFO_0002350	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR413943	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-484	http://www.ebi.ac.uk/efo/EFO_0006755	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	53 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SNU-484	http://www.ebi.ac.uk/efo/EFO_0006755	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
ERR413944	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-5	http://www.ebi.ac.uk/efo/EFO_0002351	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	not available		not available		not available		RPMI-1640, 20% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SNU-5	http://www.ebi.ac.uk/efo/EFO_0002351	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
ERR413945	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SNU-601	http://www.ebi.ac.uk/efo/EFO_0006756	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	ascites	http://purl.obolibrary.org/obo/HP_0001541	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	34 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		SNU-601	http://www.ebi.ac.uk/efo/EFO_0006756	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
