cell line	synonyms	organism part	disease	sampling site	cancer type detail	cellosaurus accession	organism	sex	ancestry category	age	model_id	sample_id	patient_id
LB647-PBL	no available	Haematopoietic and Lymphoid	Non-Cancerous	Peripheral blood	Non-Cancerous	CVCL_VU82	Homo Sapiens	Male	Unknown	no available	SIDM01648	SIDS01614	SIDP00569
LB996-EBV	no available	Haematopoietic and Lymphoid	Non-Cancerous	Unknown	Non-Cancerous	CVCL_E912	Homo Sapiens	Male	Unknown	no available	SIDM01645	SIDS01617	SIDP00572
LU-99A	no available	Lung	Non-Small Cell Lung Carcinoma	Unknown	Giant Cell Lung Carcinoma	CVCL_1393	Homo Sapiens	Male	East Asian	63	SIDM01219	SIDS01012	SIDP00906
MC-CAR	no available	Haematopoietic and Lymphoid	Non-Cancerous	Peripheral Blood	Non-Cancerous	CVCL_1397	Homo Sapiens	Male	White	81	SIDM00636	SIDS00191	SIDP00155
MC-IXC	SK-N-MC-IXC	Bone	Ewing's Sarcoma	Supra-orbital area	Askin's Tumor	CVCL_1398	Homo Sapiens	Female	White	14	SIDM01246	SIDS00193	SIDP00156
MMAc-SF	MMAc-Serum Free	Skin	Melanoma	Ascites	Melanoma	CVCL_1420	Homo Sapiens	Female	East Asian	39	SIDM01242	SIDS00692	SIDP00618
NCI-BL128	no available	Haematopoietic and Lymphoid	Non-Cancerous	Peripheral blood	Non-Cancerous	CVCL_2636	Homo Sapiens	Male	Black	60	SIDM01681	SIDS01636	SIDP00176
NCI-BL1437	no available	Haematopoietic and Lymphoid	Non-Cancerous	Peripheral blood	Non-Cancerous	CVCL_2639	Homo Sapiens	Male	White	60	SIDM01680	SIDS01637	SIDP00185
NCI-BL2009	no available	Haematopoietic and Lymphoid	Non-Cancerous	Unknown	Non-Cancerous	CVCL_2645	Homo Sapiens	Female	White	68	SIDM00736	SIDS00262	SIDP00216
NCI-BL2052	no available	Haematopoietic and Lymphoid	Non-Cancerous	Unknown	Non-Cancerous	CVCL_2647	Homo Sapiens	Male	White	65	SIDM00712	SIDS00267	SIDP00220
NCI-BL2087	no available	Haematopoietic and Lymphoid	Non-Cancerous	Unknown	Non-Cancerous	CVCL_2648	Homo Sapiens	Male	White	69	SIDM00707	SIDS00272	SIDP00224
NCI-BL2126	no available	Haematopoietic and Lymphoid	Non-Cancerous	Pleural Effusion	Non-Cancerous	CVCL_2652	Homo Sapiens	Male	White	65	SIDM00790	SIDS00052	SIDP00040
SW1783	no available	Central Nervous System	Glioma	Unknown	Anaplastic Astrocytoma	CVCL_1722	Homo Sapiens	Male	White	68	SIDM01164	SIDS00393	SIDP00337
SK-N-MC	no available	Bone	Ewing's Sarcoma	Supra-orbital area	Askin's Tumor	CVCL_0530	Homo Sapiens	Female	White	14	SIDM00634	SIDS00193	SIDP00156
KALS-1	no available	Central Nervous System	Glioblastoma	Unknown	Glioblastoma	CVCL_1323	Homo Sapiens	Female	Unknown	no available	SIDM00613	SIDS00984	SIDP00881
T3M-4	no available	Pancreas	Pancreatic Carcinoma	Lymph Node	Pancreatic Adenocarcinoma	CVCL_4056	Homo Sapiens	Male	East Asian	64	SIDM01469	SIDS01484	SIDP01365
SNU-308	NCI-SNU-308	Biliary Tract	Biliary Tract Carcinoma	Gall Bladder	Gallbladder Carcinoma	CVCL_5048	Homo Sapiens	Unknown	East Asian	no available	SIDM00161	SIDS00624	SIDP00553
LCLC-97TM1	no available	Lung	Non-Small Cell Lung Carcinoma	Unknown	Large Cell Lung Carcinoma	CVCL_1376	Homo Sapiens	Male	White	44	SIDM00344	SIDS01097	SIDP00986
Hs-675-T	no available	Large Intestine	Colorectal Carcinoma	Unknown	Colorectal Carcinoma	CVCL_0836	Homo Sapiens	Male	White	no available	SIDM01564	SIDS01353	SIDP01238
PANC-10-05	Pa16C;PL12	Pancreas	Pancreatic Carcinoma	Pancreas	Pancreatic Ductal Adenocarcinoma	CVCL_1639	Homo Sapiens	Male	White	no available	SIDM01135	SIDS00337	SIDP00284
HuG1-N	no available	Stomach	Gastric Carcinoma	Ascites	Gastric Tubular Adenocarcinoma	CVCL_4846	Homo Sapiens	Male	East Asian	55	SIDM01753	SIDS01585	SIDP01524
SNU-1077	no available	Uterus	Other Solid Cancers	Endometrium	Uterine Corpus Carcinosarcoma	CVCL_5007	Homo Sapiens	Female	East Asian	60	SIDM00166	SIDS00619	SIDP00548
SNU-626	no available	Central Nervous System	Glioblastoma	Brain	Glioblastoma	CVCL_5080	Homo Sapiens	Male	Unknown	65	SIDM01444	SIDS01469	SIDP01350
TF-1	no available	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	Bone Marrow	Erythroleukemia	CVCL_0559	Homo Sapiens	Male	East Asian	35	SIDM01470	SIDS01491	SIDP01372
Calu-6	no available	Lung	Non-Small Cell Lung Carcinoma	Unknown	Lung Adenocarcinoma	CVCL_0236	Homo Sapiens	Female	White	61	SIDM00921	SIDS00096	SIDP00078
KMS-20	no available	Haematopoietic and Lymphoid	Plasma Cell Myeloma	Bone Marrow	Plasma Cell Myeloma	CVCL_2990	Homo Sapiens	Female	East Asian	65	SIDM01575	SIDS01381	SIDP01265
NCI-H1184	no available	Lung	Small Cell Lung Carcinoma	Lymph Node	Small Cell Lung Carcinoma	CVCL_1458	Homo Sapiens	Male	White	42	SIDM01679	SIDS01638	SIDP01561
HT55	no available	Large Intestine	Colorectal Carcinoma	Unknown	Colon Carcinoma	CVCL_1294	Homo Sapiens	Unknown	Unknown	no available	SIDM00541	SIDS00908	SIDP00811
SW872	no available	Soft Tissue	Other Sarcomas	Connective tissue	Liposarcoma	CVCL_1730	Homo Sapiens	Male	White	36	SIDM01159	SIDS00400	SIDP00344
SU-DHL-5	no available	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	Lymph node	Diffuse Large B-Cell Lymphoma	CVCL_1735	Homo Sapiens	Female	Unknown	17	SIDM00406	SIDS01166	SIDP01052
SNU-1214	NCI-SNU-1214	Head and Neck	Head and Neck Carcinoma	Larynx (Glottic)	Laryngeal Squamous Cell Carcinoma	CVCL_5017	Homo Sapiens	Male	East Asian	55	SIDM00167	SIDS00618	SIDP00547
U-BLC1	no available	Bladder	Bladder Carcinoma	Bladder	Bladder Carcinoma	CVCL_2738	Homo Sapiens	Female	Unknown	84	SIDM01757	SIDS01676	SIDP01595
NB14	SJNB-14;NB14-DH;NCC	Peripheral Nervous System	Neuroblastoma	Unknown	Neuroblastoma	CVCL_1444	Homo Sapiens	Female	Unknown	1	SIDM00256	SIDS00721	SIDP00645
KYSE-30	no available	Esophagus	Esophageal Squamous Cell Carcinoma	Esophagus	Esophageal Squamous Cell Carcinoma	CVCL_1351	Homo Sapiens	Male	East Asian	64	SIDM00015	SIDS00768	SIDP00689
MCAS	no available	Ovary	Ovarian Carcinoma	Unknown	Ovarian Cystadenocarcinoma	CVCL_3020	Homo Sapiens	Unknown	Unknown	no available	SIDM00008	SIDS00775	SIDP00694
COR-L279	no available	Lung	Small Cell Lung Carcinoma	Lymph node	Small Cell Lung Carcinoma	CVCL_1140	Homo Sapiens	Male	Unknown	63	SIDM00511	SIDS00892	SIDP00795
NCI-H1373	no available	Lung	Non-Small Cell Lung Carcinoma	Unknown	Lung Adenocarcinoma	CVCL_1465	Homo Sapiens	Male	Black	56	SIDM01677	SIDS01640	SIDP01562
SNU-349	no available	Kidney	Kidney Carcinoma	Kidney	Clear Cell Renal Cell Carcinoma	CVCL_5054	Homo Sapiens	Male	East Asian	68	SIDM01394	SIDS01463	SIDP01344
Hs-766T	H766T	Pancreas	Pancreatic Carcinoma	Lymph node	Pancreatic Adenocarcinoma	CVCL_0334	Homo Sapiens	Male	White	46	SIDM00664	SIDS00163	SIDP00129
HPB-ALL	no available	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	Peripheral Blood	Childhood T Acute Lymphoblastic Leukemia	CVCL_1820	Homo Sapiens	Male	East Asian	14	SIDM01618	SIDS01341	SIDP01226
SNU-283	NCI-SNU-283	Large Intestine	Colorectal Carcinoma	Omentum	Rectal Adenocarcinoma	CVCL_5044	Homo Sapiens	Female	East Asian	62	SIDM00215	SIDS00608	SIDP00537
Hs-751-T	no available	Haematopoietic and Lymphoid	Hodgkin's Lymphoma	Unknown	Hodgkin's Lymphoma	CVCL_0891	Homo Sapiens	Male	Unknown	19	SIDM01700	SIDS01565	SIDP01510
COLO-783	no available	Skin	Melanoma	Right Axillary lymph node	Melanoma	CVCL_1997	Homo Sapiens	Female	Unknown	48	SIDM00955	SIDS00489	SIDP00426
Calu-3	no available	Lung	Non-Small Cell Lung Carcinoma	Pleural effusion	Lung Adenocarcinoma	CVCL_0609	Homo Sapiens	Male	White	25	SIDM00922	SIDS00095	SIDP00077
HCC-78	HCC0078	Lung	Non-Small Cell Lung Carcinoma	Pleural effusion	Lung Adenocarcinoma	CVCL_2061	Homo Sapiens	Male	Unknown	65	SIDM01068	SIDS00525	SIDP00461
J82-EBV	no available	Haematopoietic and Lymphoid	Non-Cancerous	Unknown	Non-Cancerous	CVCL_5H97	Homo Sapiens	Male	White	no available	SIDM01732	SIDS01589	SIDP00138
JAR	no available	Placenta	Other Solid Cancers	Placenta	Gestational Choriocarcinoma	CVCL_0360	Homo Sapiens	Female	White	24	SIDM01039	SIDS00535	SIDP00470
MCF7	ssMCF-7;MCF7/WT;IBMF-7;MCF7-CTRL	Breast	Breast Carcinoma	Pleural Effusion	Invasive Ductal Carcinoma Not Otherwise Specified	CVCL_0031	Homo Sapiens	Female	White	69	SIDM00148	SIDS00828	SIDP00740
MM1S	no available	Haematopoietic and Lymphoid	Plasma Cell Myeloma	Peripheral Blood	Plasma Cell Myeloma	CVCL_8792	Homo Sapiens	Female	Black	42	SIDM01265	SIDS00203	SIDP00165
OVCAR-5	NIH:OVCAR-5;OVCA5	Ovary	Ovarian Carcinoma	Unknown	High Grade Ovarian Serous Adenocarcinoma	CVCL_1628	Homo Sapiens	Female	Unknown	no available	SIDM00091	SIDS00846	SIDP00754
PANC-04-03	Panc 4.03;Pa17C;Pa017C;PL5	Pancreas	Pancreatic Carcinoma	Pancreas	Pancreatic Ductal Adenocarcinoma	CVCL_1636	Homo Sapiens	Male	White	70	SIDM01137	SIDS00335	SIDP00282
TYK-nu	no available	Ovary	Ovarian Carcinoma	Unknown	High Grade Ovarian Serous Adenocarcinoma	CVCL_1776	Homo Sapiens	Female	Unknown	no available	SIDM00321	SIDS01082	SIDP00971
SNU-213	no available	Pancreas	Pancreatic Carcinoma	Pancreas	Pancreatic Ductal Adenocarcinoma	CVCL_5034	Homo Sapiens	Male	East Asian	65	SIDM01372	SIDS01460	SIDP01341
SNU-245	NCI-SNU-245	Biliary Tract	Biliary Tract Carcinoma	Common Bile Duct	Cholangiocarcinoma	CVCL_5038	Homo Sapiens	Unknown	East Asian	no available	SIDM00162	SIDS00623	SIDP00552
MDA-MB-175-VII	MDA-175	Breast	Breast Carcinoma	Pleural effusion	Invasive Ductal Carcinoma Not Otherwise Specified	CVCL_1400	Homo Sapiens	Female	Black	56	SIDM00633	SIDS00194	SIDP00157
MOLP-8	no available	Haematopoietic and Lymphoid	Plasma Cell Myeloma	Peripheral blood	Plasma Cell Myeloma	CVCL_2124	Homo Sapiens	Male	East Asian	52	SIDM00434	SIDS01122	SIDP01009
SNU-1105	no available	Central Nervous System	Glioblastoma	Brain	Glioblastoma	CVCL_5010	Homo Sapiens	Male	Unknown	61	SIDM01336	SIDS01458	SIDP01339
CML-T1	no available	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	Peripheral Blood	Chronic Myelogenous Leukemia	CVCL_1126	Homo Sapiens	Female	Unknown	36	SIDM00958	SIDS00486	SIDP00423
Farage	Farage OL;Farage Original Line	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	Lymph node	Diffuse Large B-Cell Lymphoma	CVCL_3302	Homo Sapiens	Female	White	no available	SIDM00859	SIDS00120	SIDP00096
HCT-116	no available	Large Intestine	Colorectal Carcinoma	Unknown	Colon Carcinoma	CVCL_0291	Homo Sapiens	Male	Unknown	no available	SIDM00783	SIDS00044	SIDP00033
HSC-4	no available	Head and Neck	Oral Cavity Carcinoma	Tongue	Tongue Squamous Cell Carcinoma	CVCL_1289	Homo Sapiens	Male	East Asian	64	SIDM00588	SIDS00970	SIDP00868
Hs-939-T	no available	Skin	Melanoma	Unknown	Melanoma	CVCL_1036	Homo Sapiens	Female	White	24	SIDM00663	SIDS00164	SIDP00130
TE-7	no available	Esophagus	Esophageal Squamous Cell Carcinoma	Unknown	Esophageal Squamous Cell Carcinoma	CVCL_9972	Homo Sapiens	Male	Unknown	no available	SIDM00066	SIDS00801	SIDP00715
TE-13	no available	Esophagus	Esophageal Squamous Cell Carcinoma	Unknown	Esophageal Squamous Cell Carcinoma	CVCL_4463	Homo Sapiens	Male	Unknown	no available	SIDM00076	SIDS00802	SIDP00715
NCI-ADR-RES	no available	Ovary	Ovarian Carcinoma	Unknown	High Grade Ovarian Serous Adenocarcinoma	CVCL_1452	Homo Sapiens	Female	Unknown	no available	SIDM00089	SIDS00848	SIDP00755
NCI-H125	no available	Lung	Other Solid Cancers	Unknown	Adenosquamous Lung Carcinoma	CVCL_3968	Homo Sapiens	Male	Unknown	no available	SIDM00106	SIDS00871	SIDP00775
SNB19	no available	Central Nervous System	Glioma	Left parieto-occipital lobe	Astrocytoma	CVCL_0535	Homo Sapiens	Male	Unknown	no available	SIDM00109	SIDS00867	SIDP00772
B2-17	no available	Central Nervous System	Glioma	Neural	Astrocytoma	CVCL_2864	Homo Sapiens	Male	Unknown	no available	SIDM00110	SIDS00866	SIDP00772
COLO-320	Co320;COLO 320F	Large Intestine	Colorectal Carcinoma	Unknown	Colon Adenocarcinoma	CVCL_1989	Homo Sapiens	Female	White	55	SIDM00071	SIDS00023	SIDP00018
Malme-3	no available	Skin	Non-Cancerous	Skin	Non-Cancerous	CVCL_1437	Homo Sapiens	Male	White	43	SIDM00010	SIDS00773	SIDP00692
NCI-H2052	H2052_MM	Lung	Mesothelioma	Pleural effusion	Pleural Sarcomatoid Mesothelioma	CVCL_1518	Homo Sapiens	Male	White	65	SIDM00713	SIDS00266	SIDP00220
KP-N-RT-BM-1	no available	Peripheral Nervous System	Neuroblastoma	Bone marrow	Neuroblastoma	CVCL_1339	Homo Sapiens	Female	Unknown	no available	SIDM00557	SIDS01001	SIDP00895
RERF-LC-MS	no available	Lung	Non-Small Cell Lung Carcinoma	Unknown	Lung Adenocarcinoma	CVCL_1655	Homo Sapiens	Male	East Asian	no available	SIDM00355	SIDS01047	SIDP00940
CL-40	no available	Large Intestine	Colorectal Carcinoma	Right colon	Colon Adenocarcinoma	CVCL_1982	Homo Sapiens	Female	Unknown	no available	SIDM00960	SIDS00484	SIDP00421
KASUMI-2	no available	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	Bone Marrow	B Acute Lymphoblastic Leukemia	CVCL_0590	Homo Sapiens	Male	Unknown	15	SIDM01694	SIDS01597	SIDP01535
SNU-601	no available	Stomach	Gastric Carcinoma	Ascites	Signet Ring Cell Gastric Adenocarcinoma	CVCL_0101	Homo Sapiens	Male	East Asian	34	SIDM01445	SIDS01468	SIDP01349
NCI-H1436	no available	Lung	Small Cell Lung Carcinoma	Lymph node	Small Cell Lung Carcinoma	CVCL_1471	Homo Sapiens	Male	White	39	SIDM00697	SIDS00225	SIDP00184
JHH-1	no available	Liver	Hepatocellular Carcinoma	Gall Bladder	Hepatocellular Carcinoma	CVCL_2785	Homo Sapiens	Male	East Asian	50	SIDM00618	SIDS00979	SIDP00876
KYSE-50	KY-50	Esophagus	Esophageal Squamous Cell Carcinoma	Unknown	Esophageal Squamous Cell Carcinoma	CVCL_1360	Homo Sapiens	Male	East Asian	58	SIDM00550	SIDS01008	SIDP00902
NCI-H1944	no available	Lung	Non-Small Cell Lung Carcinoma	Soft tissue	Lung Adenocarcinoma	CVCL_1508	Homo Sapiens	Female	White	62	SIDM00762	SIDS00255	SIDP00211
TOV-21G	no available	Ovary	Ovarian Carcinoma	Ovary	Ovarian Clear Cell Adenocarcinoma	CVCL_3613	Homo Sapiens	Female	Unknown	62	SIDM01169	SIDS00412	SIDP00355
LN-405	no available	Central Nervous System	Glioblastoma	Unknown	Glioblastoma	CVCL_1378	Homo Sapiens	Female	Unknown	62	SIDM00343	SIDS01098	SIDP00987
JHH-7	FLC-7;Functional Liver Cell-7	Liver	Hepatocellular Carcinoma	Unknown	Hepatocellular Carcinoma	CVCL_2805	Homo Sapiens	Male	East Asian	53	SIDM00614	SIDS00983	SIDP00880
P3HR-1	P3HRI;P3HR1-BL;P3J HR-1;P3J HR1-K	Haematopoietic and Lymphoid	Burkitt's Lymphoma	Ascites	Epstein-Barr Virus-Related Burkitt s Lymphoma	CVCL_2676	Homo Sapiens	Male	Black	7	SIDM01254	SIDS00056	SIDP00044
22RV1	CWR22-Rv1;CWR22-R1	Prostate	Prostate Carcinoma	Prostate	Prostate Carcinoma	CVCL_1045	Homo Sapiens	Male	Unknown	no available	SIDM00499	SIDS00942	SIDP00842
Jurkat	JM;JM-Jurkat;Jurkat-FHCRC;FHCRC-11;FHCRC subclone 11;FCCH1024	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	Peripheral Blood	Childhood T Acute Lymphoblastic Leukemia	CVCL_0065	Homo Sapiens	Male	Unknown	14	SIDM01016	SIDS00539	SIDP00474
KARPAS-299	K299	Haematopoietic and Lymphoid	T-Cell Non-Hodgkin's Lymphoma	Unknown	Anaplastic Large Cell Lymphoma	CVCL_1324	Homo Sapiens	Male	Unknown	25	SIDM01010	SIDS00546	SIDP00480
KATOIII	KATO 3;JTC-28	Stomach	Gastric Carcinoma	Pleural effusion	Signet Ring Cell Gastric Adenocarcinoma	CVCL_0371	Homo Sapiens	Male	Unknown	55	SIDM00687	SIDS00178	SIDP00143
KOSC-2	KOSC-2 cl3-43	Head and Neck	Head and Neck Carcinoma	Unknown	Head and Neck Squamous Cell Carcinoma	CVCL_1337	Homo Sapiens	Male	Unknown	51	SIDM00603	SIDS00994	SIDP00891
LNCaP-Clone-FGC	LNCaP.FGC;LNCaP-ATCC	Prostate	Prostate Carcinoma	Left supraclavicular lymph node	Prostate Carcinoma	CVCL_1379	Homo Sapiens	Male	White	50	SIDM00683	SIDS00182	SIDP00147
LU-139	NCC-c-Lu-139	Lung	Small Cell Lung Carcinoma	Unknown	Small Cell Lung Carcinoma	CVCL_1390	Homo Sapiens	Male	East Asian	63	SIDM00293	SIDS00684	SIDP00611
M14	M14-MEL;UCLA-SO-M14;UCLA-SO-14;Melanoma 14	Skin	Melanoma	Unknown	Amelanotic Melanoma	CVCL_1395	Homo Sapiens	Male	Unknown	no available	SIDM00003	SIDS00780	SIDP00698
MOLM-13	no available	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	Peripheral blood	Adult Acute Myeloid Leukemia	CVCL_2119	Homo Sapiens	Male	Unknown	20	SIDM00437	SIDS01120	SIDP01007
OVTOKO	no available	Ovary	Ovarian Carcinoma	Spleen	Ovarian Clear Cell Adenocarcinoma	CVCL_3117	Homo Sapiens	Female	East Asian	78	SIDM00425	SIDS01037	SIDP00930
SW1271	no available	Lung	Small Cell Lung Carcinoma	Unknown	Small Cell Lung Carcinoma	CVCL_1716	Homo Sapiens	Male	White	69	SIDM01156	SIDS00390	SIDP00334
MOLM-16	no available	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	Peripheral blood	Adult Acute Myeloid Leukemia	CVCL_2120	Homo Sapiens	Female	East Asian	77	SIDM00435	SIDS01121	SIDP01008
MONO-MAC-6	MM6	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	Peripheral Blood	Adult Acute Monocytic Leukemia	CVCL_1426	Homo Sapiens	Male	Unknown	64	SIDM01023	SIDS00569	SIDP00502
NB6	SJNB-6;NB6-DH;N2307L	Peripheral Nervous System	Neuroblastoma	Unknown	Neuroblastoma	CVCL_8823	Homo Sapiens	Male	Unknown	no available	SIDM00253	SIDS00724	SIDP00648
NCI-H1993	no available	Lung	Non-Small Cell Lung Carcinoma	Lymph node	Lung Adenocarcinoma	CVCL_1512	Homo Sapiens	Female	White	47	SIDM00758	SIDS00259	SIDP00215
NCI-H2122	no available	Lung	Non-Small Cell Lung Carcinoma	Pleural effusion	Lung Adenocarcinoma	CVCL_1531	Homo Sapiens	Female	White	46	SIDM00702	SIDS00277	SIDP00228
NCI-H2135	no available	Lung	Non-Small Cell Lung Carcinoma	Unknown	Non-Small Cell Lung Carcinoma	CVCL_1533	Homo Sapiens	Unknown	Unknown	no available	SIDM00700	SIDS00279	SIDP00229
NCI-H460	NCI-HUT-460;NCI-460	Lung	Non-Small Cell Lung Carcinoma	Pleural Effusion	Large Cell Lung Carcinoma	CVCL_0459	Homo Sapiens	Male	Unknown	no available	SIDM00144	SIDS00841	SIDP00750
OACM5-1	OACM5.1 C	Esophagus	Esophageal Carcinoma	Lymph node	Esophageal Adenocarcinoma	CVCL_1842	Homo Sapiens	Male	White	47	SIDM00444	SIDS01128	SIDP01015
OC-314	no available	Ovary	Ovarian Carcinoma	Ascites	Ovarian Serous Adenocarcinoma	CVCL_1616	Homo Sapiens	Female	Unknown	39	SIDM00220	SIDS00603	SIDP00533
OVCAR-4	NIH:OVCAR-4	Ovary	Ovarian Carcinoma	Unknown	High Grade Ovarian Serous Adenocarcinoma	CVCL_1627	Homo Sapiens	Female	Unknown	no available	SIDM00092	SIDS00845	SIDP00753
PWR-1E	no available	Prostate	Non-Cancerous	Prostate	Non-Cancerous	CVCL_3775	Homo Sapiens	Male	White	67	SIDM01114	SIDS00340	SIDP00286
RCH-ACV	no available	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	Bone marrow	Childhood B Acute Lymphoblastic Leukemia	CVCL_1851	Homo Sapiens	Female	Unknown	8	SIDM00449	SIDS01142	SIDP01029
RH-41	no available	Soft Tissue	Rhabdomyosarcoma	Liver	Alveolar Rhabdomyosarcoma	CVCL_2176	Homo Sapiens	Female	Unknown	no available	SIDM00426	SIDS01147	SIDP01034
RPMI-6666	no available	Haematopoietic and Lymphoid	Non-Cancerous	Peripheral Blood	Non-Cancerous	CVCL_1665	Homo Sapiens	Male	White	29	SIDM00813	SIDS00014	SIDP00011
SF126	no available	Central Nervous System	Glioblastoma	Unknown	Glioblastoma	CVCL_1688	Homo Sapiens	Female	Unknown	no available	SIDM00382	SIDS01059	SIDP00951
SK-LU-1	no available	Lung	Non-Small Cell Lung Carcinoma	Unknown	Lung Adenocarcinoma	CVCL_0629	Homo Sapiens	Female	White	60	SIDM01108	SIDS00364	SIDP00309
SNU-423	NCI-SNU-423	Liver	Hepatocellular Carcinoma	Liver	Hepatocellular Carcinoma	CVCL_0366	Homo Sapiens	Male	East Asian	40	SIDM01199	SIDS00380	SIDP00324
SW948	no available	Large Intestine	Colorectal Carcinoma	Colon	Colon Adenocarcinoma	CVCL_0632	Homo Sapiens	Female	White	81	SIDM00832	SIDS00033	SIDP00026
TE-15	no available	Esophagus	Esophageal Squamous Cell Carcinoma	Unknown	Esophageal Squamous Cell Carcinoma	CVCL_1763	Homo Sapiens	Female	Unknown	no available	SIDM00249	SIDS00705	SIDP00630
U-2-OS	U20-S;2T	Bone	Osteosarcoma	Tibia	Osteosarcoma	CVCL_0042	Homo Sapiens	Female	White	15	SIDM01191	SIDS00416	SIDP00358
U-266	U266B1;U266S;U266BL	Haematopoietic and Lymphoid	Plasma Cell Myeloma	Peripheral blood	Plasma Cell Myeloma	CVCL_0566	Homo Sapiens	Male	Unknown	53	SIDM00417	SIDS01174	SIDP01060
WIL2-NS	no available	Haematopoietic and Lymphoid	Non-Cancerous	Spleen	Hereditary Spherocytosis	CVCL_2761	Homo Sapiens	Male	White	5	SIDM01102	SIDS00425	SIDP00367
SK-NEP-1	no available	Kidney	Kidney Carcinoma	Pleural Effusion	Renal Cell Carcinoma	CVCL_0631	Homo Sapiens	Female	White	25	SIDM00027	SIDS00794	SIDP00711
M120326_2	no available	Skin	Melanoma	Unknown	Melanoma	CVCL_VS55	Homo Sapiens	Unknown	Unknown	no available	SIDM00012	SIDS00771	SIDP00691
TE-3	no available	Esophagus	Esophageal Squamous Cell Carcinoma	Unknown	Esophageal Squamous Cell Carcinoma	CVCL_9971	Homo Sapiens	Male	Unknown	no available	SIDM00021	SIDS00800	SIDP00715
A498	no available	Kidney	Kidney Carcinoma	Unknown	Renal Cell Carcinoma	CVCL_1056	Homo Sapiens	Female	White	52	SIDM00124	SIDS00813	SIDP00726
G-MEL	no available	Skin	Melanoma	Unknown	Cutaneous Melanoma	CVCL_W798	Homo Sapiens	Male	Unknown	no available	SIDM00129	SIDS00808	SIDP00721
NCI-H854	no available	Large Intestine	Colorectal Carcinoma	Colon	Colon Adenocarcinoma	no available	Homo Sapiens	Male	White	75	SIDM02102	SIDS01985	SIDP01881
ALL-PO	no available	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	Unknown	Childhood B Acute Lymphoblastic Leukemia	CVCL_1069	Homo Sapiens	Female	Unknown	0	SIDM00211	SIDS00591	SIDP00523
NB12	SJNB-12	Peripheral Nervous System	Neuroblastoma	Unknown	Neuroblastoma	CVCL_1442	Homo Sapiens	Female	Unknown	0	SIDM00258	SIDS00719	SIDP00643
TGBC18TKB	no available	Small Intestine	Other Solid Cancers	Duodenum	Ampulla of Vater Adenocarcinoma	no available	Homo Sapiens	Female	East Asian	79	SIDM02104	SIDS02016	SIDP01912
HHUA	no available	Endometrium	Endometrial Carcinoma	Endometrium	Endometrial Adenocarcinoma	no available	Homo Sapiens	Female	East Asian	54	SIDM02106	SIDS02018	SIDP01914
MOLM-14	no available	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	Peripheral blood	Adult Acute Myeloid Leukemia	CVCL_7916	Homo Sapiens	Male	Unknown	20	SIDM00436	SIDS01120	SIDP01007
LCLC-103H	no available	Lung	Non-Small Cell Lung Carcinoma	Pleural effusion	Large Cell Lung Carcinoma	CVCL_1375	Homo Sapiens	Male	White	61	SIDM00345	SIDS01096	SIDP00985
SBC-5	no available	Lung	Small Cell Lung Carcinoma	Unknown	Small Cell Lung Carcinoma	CVCL_1679	Homo Sapiens	Male	Unknown	no available	SIDM00368	SIDS01056	SIDP00948
OAW-42	no available	Ovary	Ovarian Carcinoma	Ascites	Ovarian Serous Cystadenocarcinoma	CVCL_1615	Homo Sapiens	Female	Unknown	no available	SIDM00480	SIDS00922	SIDP00825
RPMI-8866	R8866	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	Peripheral blood	Chronic Myelogenous Leukemia	CVCL_1668	Homo Sapiens	Female	Unknown	51	SIDM00482	SIDS00936	SIDP00836
OUMS-23	no available	Large Intestine	Colorectal Carcinoma	Pericardial Effusion	Colon Carcinoma	CVCL_3088	Homo Sapiens	Unknown	Unknown	no available	SIDM00036	SIDS00784	SIDP00702
Ishikawa(Heraklio)02ER-	ER-02 ISH	Endometrium	Endometrial Carcinoma	Uterus	Endometrial Adenocarcinoma	CVCL_6543	Homo Sapiens	Female	Unknown	39	SIDM00037	SIDS00765	SIDP00686
