source Name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	Material Type	characteristics[biological replicate]	comment[data file]	comment[file uri]	assay name	comment[fraction identifier]	comment[technical replicate]	technology type	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[collision energy]	Factor Value[Material Type]
PXD003492-Sample-363	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R1_F14-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R1_F14-2.raw	run 363	14	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-364	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R1_F15-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R1_F15-1.raw	run 364	15	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-365	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R1_F15-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R1_F15-2.raw	run 365	15	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-366	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F1-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F1-1.raw	run 366	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-367	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F1-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F1-2.raw	run 367	1	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-368	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F2-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F2-1.raw	run 368	2	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-369	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F2-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F2-2.raw	run 369	2	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-370	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F3-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F3-1.raw	run 370	3	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-371	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F3-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F3-2.raw	run 371	3	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-372	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F4-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F4-1.raw	run 372	4	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-373	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F4-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F4-2.raw	run 373	4	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-374	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F5-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F5-1.raw	run 374	5	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-375	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F5-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F5-2.raw	run 375	5	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-376	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F6-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F6-1.raw	run 376	6	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-377	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F6-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F6-2.raw	run 377	6	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-378	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F7-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F7-1.raw	run 378	7	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-379	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F7-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F7-2.raw	run 379	7	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-380	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F8-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F8-1.raw	run 380	8	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-381	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F8-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F8-2.raw	run 381	8	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-382	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F9-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F9-1.raw	run 382	9	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-383	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F9-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F9-2.raw	run 383	9	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-384	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F10-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F10-1.raw	run 384	10	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-385	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F10-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F10-2.raw	run 385	10	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-386	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F11-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F11-1.raw	run 386	11	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-387	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F11-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F11-2.raw	run 387	11	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-388	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F12-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F12-1.raw	run 388	12	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-389	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F13-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F13-1.raw	run 389	13	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-390	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F13-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F13-2.raw	run 390	13	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-391	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F14-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F14-1.raw	run 391	14	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-392	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	Daudi_BCRstim_R2_F14-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/Daudi_BCRstim_R2_F14-2.raw	run 392	14	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
